#{"t_start": 1770573625.21714, "env_id": "None"}
r,l,t
-8.214797,1,80.65227
-118.18433,13,80.662446
-41.178596,4,80.674851
-7.975207,1,80.683325
-10.334724,1,80.690894
-118.31171,8,80.699087
-48.13049,5,80.699101
-53.34838,6,80.699107
-9.902002,1,80.699112
-8.806974,1,80.70739
-13.39242,1,80.707399
-8.093831,1,80.716026
-12.417332,1,80.716037
-8.433795,1,80.72493
-13.321249,1,80.724942
-34.40674,3,80.724949
-12.752132,1,80.733793
-9.0388,1,80.733803
-8.010582,1,80.742602
-12.959856,1,80.75133
-93.54763,10,80.772557
-59.65553,6,80.772575
-91.73534,8,80.780816
-42.249603,5,80.780828
-10.238107,1,80.789409
-8.868433,1,80.789422
-38.00572,3,80.797059
-7.570196,1,80.804683
-56.072006,6,80.822524
-70.93447,7,80.831127
-97.565926,9,80.831138
-10.889728,1,80.831144
-9.530887,1,80.839719
-8.494156,1,80.839729
-78.37654,8,80.851353
-6.9491835,1,80.86272
-7.5177813,1,80.870514
-50.61358,5,80.878713
-29.900862,2,80.890323
-28.981865,3,80.890337
-80.552895,8,80.89827
-7.814453,1,80.898282
-95.76603,9,80.898288
-7.4348598,1,80.906119
-30.721714,3,80.917505
-63.686073,5,80.92591
-67.34088,5,80.938252
-13.074981,1,80.947014
-26.596575,3,80.947026
-98.95677,8,80.955793
-40.558636,5,80.955812
-9.032497,1,80.955818
-41.7527,4,80.973908
-66.96334,8,80.988683
-70.05182,7,80.9887
-50.782963,5,80.999401
-14.447141,1,81.007895
-8.376823,1,81.015586
-48.411182,4,81.015595
-156.7393,13,81.027407
-15.537869,1,81.035306
-78.09327,6,81.049625
-102.11806,9,81.063836
-8.424062,1,81.072011
-135.09464,12,81.091042
-99.67098,9,81.091057
-251.60524,19,81.091064
-8.341903,1,81.099991
-7.9342585,1,81.100005
-8.358807,1,81.100012
-11.766113,1,81.109824
-9.077447,1,81.109835
-8.870294,1,81.109841
-8.612925,1,81.118124
-8.066923,1,81.118135
-7.8154764,1,81.118141
-10.514128,1,81.12688
-7.9104357,1,81.126891
-9.813918,1,81.1346
-70.1203,5,81.149894
-32.52279,3,81.149905
-8.985374,1,81.159288
-98.87731,8,81.173182
-50.946987,5,81.181348
-24.245075,3,81.196438
-7.9834843,1,81.204662
-237.91698,23,81.213419
-95.41012,9,81.213433
-13.733692,1,81.221282
-81.910614,8,81.229235
-8.044852,1,81.238077
-11.6583185,1,81.246643
-57.8734,6,81.255468
-44.6767,5,81.255479
-23.869593,2,81.265026
-15.833687,1,81.265036
-10.487413,1,81.265041
-11.214976,1,81.273152
-38.653942,4,81.288386
-44.775795,4,81.308383
-98.80774,9,81.3166
-190.9887,15,81.32438
-7.129352,1,81.332428
-90.12448,10,81.332439
-54.431953,6,81.35672
-62.49915,6,81.356734
-8.462081,1,81.364936
-118.18979,10,81.37357
-118.798134,11,81.373589
-16.554478,1,81.381586
-32.86367,3,81.381602
-62.13339,5,81.404099
-73.57993,8,81.412314
-65.09159,7,81.419989
-38.858246,4,81.431538
-65.684525,5,81.443695
-12.778609,1,81.452714
-42.12989,4,81.461127
-148.10841,14,81.461137
-9.322814,1,81.461143
-13.29377,1,81.468971
-148.57407,14,81.495691
-70.4961,8,81.49572
-12.30958,1,81.503973
-7.554841,1,81.51254
-126.360466,10,81.512551
-8.849143,1,81.520185
-119.20572,11,81.52952
-12.713538,1,81.538047
-40.213154,3,81.538061
-17.15191,2,81.538067
-16.928757,1,81.54711
-7.9927635,1,81.547124
-7.5111723,1,81.547131
-17.719687,1,81.555979
-12.102539,1,81.555987
-17.127403,1,81.555992
-6.7549477,1,81.564695
-13.166276,1,81.564709
-143.28143,13,81.588159
-40.507027,5,81.588199
-103.88906,10,81.60729
-24.027676,3,81.620774
-91.71368,9,81.628811
-92.72364,9,81.628825
-10.180576,1,81.63682
-8.066224,1,81.636831
-39.753033,3,81.651032
-249.30289,21,81.663242
-128.9464,10,81.677075
-13.888705,1,81.684925
-111.27201,9,81.684945
-8.358613,1,81.693745
-13.162943,1,81.701111
-103.88632,9,81.70909
-7.604643,1,81.718567
-28.392933,2,81.718583
-14.275769,1,81.727205
-8.339637,1,81.727219
-14.216773,1,81.735142
-128.40315,10,81.753222
-71.29816,6,81.761661
-9.611719,1,81.769433
-179.17216,17,81.777695
-91.336945,9,81.790458
-48.40209,5,91.839447
-81.425705,7,91.848405
-8.614935,1,91.848426
-14.495932,1,91.856871
-124.77993,10,91.856891
-14.224911,1,91.865644
-16.46342,2,91.874346
-96.994064,9,91.885497
-37.757168,4,91.893314
-95.00745,7,91.901234
-7.9682565,1,91.910549
-54.24692,5,91.910572
-46.49732,5,91.923174
-11.7071905,1,91.930884
-9.054876,1,91.94002
-104.90664,8,91.952229
-115.931496,9,91.966646
-51.041378,4,91.975101
-55.56223,6,91.975115
-123.43176,11,91.983149
-31.41028,3,91.990559
-14.4265785,2,91.998906
-10.753825,1,91.998921
-61.62441,5,92.011778
-61.395237,5,92.011794
-46.821762,3,92.019824
-9.76614,1,92.030433
-66.53211,6,92.058496
-143.27284,9,92.066688
-120.14602,10,92.074797
-7.5122466,1,92.074813
-9.238855,1,92.083338
-26.308846,3,92.08335
-234.58083,19,92.10608
-8.942953,1,92.113731
-83.71546,8,92.11374
-21.657734,1,92.122161
-39.366886,4,92.135241
-131.33128,13,92.147091
-61.936924,5,92.147106
-9.04465,1,92.155226
-165.4726,15,92.163931
-31.298624,4,92.16394
-9.800517,1,92.163946
-7.274836,1,92.171864
-8.758521,1,92.181366
-23.425049,2,92.181383
-15.613546,1,92.190256
-8.493449,1,92.190268
-9.532069,1,92.198841
-12.995145,1,92.198852
-14.829329,1,92.207634
-8.709401,1,92.207646
-8.248646,1,92.216075
-11.035669,1,92.216092
-8.074409,1,92.224324
-13.254293,1,92.232828
-9.143388,1,92.241131
-161.7899,11,92.252637
-167.27042,15,92.264404
-53.463352,5,92.272689
-32.946995,3,92.2727
-126.61594,9,92.280595
-9.400111,1,92.280609
-8.400792,1,92.287778
-35.578358,3,92.296832
-33.593178,4,92.296845
-7.141576,1,92.305055
-13.108395,1,92.305063
-42.703114,4,92.313485
-8.562606,1,92.313494
-9.309483,1,92.322747
-42.34247,4,92.342149
-8.75232,1,92.350167
-13.777885,1,92.357969
-13.066059,1,92.366428
-126.741234,11,92.36644
-155.9987,13,92.383098
-62.07881,7,92.396122
-23.423014,1,92.403922
-221.42162,18,92.41423
-137.51152,14,92.431831
-8.548971,1,92.439977
-46.932068,5,92.439992
-12.973935,1,92.447748
-134.3463,9,92.455445
-140.85132,13,92.455459
-9.156677,1,92.466036
-22.611362,3,92.466046
-7.81999,1,92.474287
-9.358857,1,92.474298
-7.678574,1,92.481786
-42.93784,4,92.489494
-8.078303,1,92.489505
-10.795863,1,92.498733
-66.044495,6,92.498743
-7.628134,1,92.506671
-12.737626,1,92.515138
-8.707647,1,92.523964
-49.526665,4,92.523976
-12.1955595,1,92.534349
-7.4629893,1,92.53437
-11.228996,1,92.543946
-14.677235,1,92.54396
-61.33489,6,92.553411
-11.317355,1,92.553425
-8.768523,1,92.561997
-31.005468,3,92.570692
-40.08511,4,92.582787
-37.02737,3,92.590459
-72.22376,5,92.599044
-172.45871,15,92.599053
-16.372887,2,92.607019
-19.199472,1,92.615068
-40.48907,4,92.615083
-8.437946,1,92.623587
-40.286316,4,92.640221
-80.15886,7,92.64959
-7.1499004,1,92.649604
-7.412256,1,92.658144
-18.157345,1,92.658156
-8.748043,1,92.665282
-132.22641,11,92.677127
-8.50121,1,92.6852
-35.57035,4,92.685211
-99.07651,10,92.693409
-7.937243,1,92.693424
-8.004799,1,92.701189
-37.798798,4,92.716004
-14.151256,1,92.724428
-79.87059,7,92.740008
-7.7134085,1,92.749215
-110.705086,10,92.749247
-11.935299,1,92.758626
-8.822995,1,92.758662
-158.9003,14,92.758669
-12.222209,1,92.767337
-18.555006,1,92.767375
-7.1196146,1,92.775709
-35.43684,4,92.790906
-68.90566,5,92.790931
-8.536161,1,92.798981
-44.23945,4,92.813978
-172.60872,14,92.81399
-7.9253435,1,92.821849
-92.26361,9,92.829924
-8.008691,1,92.829937
-11.400258,1,92.838007
-77.614845,7,92.847116
-14.125628,1,92.847136
-11.610628,1,92.855346
-25.86132,2,92.867694
-14.777299,1,92.876535
-64.39478,7,92.884463
-48.12355,5,92.903457
-117.97533,9,92.903475
-73.76151,7,92.917855
-46.892593,4,92.926579
-7.7855864,1,92.926593
-8.063652,1,92.935045
-9.772361,1,92.935057
-56.392895,5,92.955741
-8.387901,1,92.963261
-302.33948,27,92.976554
-184.75331,15,92.984717
-9.423234,1,92.984731
-11.837858,1,92.993715
-94.872,11,92.993727
-11.248145,1,93.002933
-8.975814,1,93.002947
-16.432562,1,93.012028
-23.056633,3,93.01204
-8.305874,1,93.020574
-12.135308,1,93.020586
-86.29125,9,93.029658
-44.826992,4,93.038477
-9.462796,1,93.038491
-14.612737,1,93.048108
-17.851889,2,93.056163
-36.868862,3,93.071651
-10.379506,1,93.082626
-8.476001,1,93.091273
-152.995,13,93.109349
-7.0094433,1,93.117965
-8.08417,1,93.125877
-76.87173,7,93.133459
-11.533452,1,93.141738
-11.3764,1,93.151135
-200.78839,18,93.151153
-195.2536,15,93.15116
-13.433701,1,93.159444
-8.121093,1,93.159456
-9.48512,1,93.169041
-22.668621,2,93.169053
-9.2533865,1,93.169059
-89.48778,10,93.193518
-55.125797,6,93.201327
-8.60948,1,93.201346
-7.5796785,1,93.209363
-8.20672,1,93.2167
-22.884172,2,93.229193
-11.658168,1,93.237929
-156.57497,13,93.251066
-8.145807,1,93.259256
-8.147222,1,93.267559
-207.54451,16,93.276346
-100.92112,10,93.276364
-8.204124,1,93.276372
-13.826221,1,93.284507
-8.13882,1,93.28452
-7.673607,1,93.284526
-8.254404,1,93.294059
-9.222541,1,93.294075
-99.35119,10,93.310379
-22.236473,3,93.310395
-27.433079,3,93.310401
-7.630273,1,93.317953
-9.404881,1,93.327029
-14.551694,2,93.32704
-8.43667,1,93.335863
-47.595455,4,93.345244
-8.401862,1,93.345252
-138.77202,12,93.365155
-43.705017,5,93.373682
-9.361022,1,93.381732
-136.08076,12,93.3995
-159.96011,13,93.413058
-126.45248,11,93.423595
-8.814282,1,93.432347
-74.36971,10,93.432359
-7.0666323,1,93.440966
-9.8474,1,93.440976
-7.5543985,1,93.448781
-8.650962,1,93.457078
-101.140205,10,93.466246
-10.703697,1,93.466269
-9.014331,1,93.474884
-52.540276,5,93.483084
-8.442737,1,93.483099
-8.607948,1,93.490833
-8.6697235,1,93.499018
-20.922281,2,93.511158
-171.51994,15,93.523133
-16.88993,1,93.531345
-8.078386,1,93.539396
-83.82555,8,93.556481
-153.43927,15,93.56574
-9.260244,1,93.565752
-12.004533,1,93.574539
-82.52699,8,93.586275
-7.2244606,1,93.595168
-224.64543,18,93.603684
-39.79383,4,93.603695
-7.2482877,1,93.612824
-31.521038,3,93.621365
-11.445711,1,93.629136
-40.674847,5,93.643681
-152.29503,13,93.655319
-20.638075,2,93.655334
-9.205023,1,93.664131
-8.411123,1,93.664142
-7.719267,1,93.672319
-168.5112,14,93.690805
-56.964485,6,93.700042
-146.85634,12,93.700055
-13.311264,1,93.707266
-12.20298,1,93.715018
-20.605715,2,93.715033
-12.244171,1,93.723381
-6.789722,1,93.723393
-52.556507,6,93.734832
-7.3015003,1,93.742838
-48.34251,4,93.751262
-16.834545,2,93.762956
-74.2936,7,93.780979
-8.063272,1,93.789232
-7.782251,1,93.79717
-8.583622,1,93.805385
-244.0044,21,93.8054
-90.01855,8,93.815141
-9.289903,1,93.815153
-14.331385,1,93.815159
-160.60114,14,93.815164
-9.102198,1,93.823728
-33.40087,3,93.835522
-49.213554,5,93.847093
-72.95721,7,93.859366
-6.9187474,1,93.86802
-74.690636,7,93.881125
-49.112583,5,93.900729
-13.358022,1,93.908385
-148.0655,12,93.916876
-10.802642,1,93.916889
-117.2462,10,93.924405
-16.964115,2,93.933309
-192.80595,18,93.933327
-8.718163,1,93.941772
-8.592415,1,93.941783
-13.8697815,1,93.950609
-59.39748,3,93.965594
-68.988754,7,93.965606
-8.400851,1,93.974975
-10.00887,1,93.983183
-146.91826,12,94.004654
-12.9823265,1,94.01246
-109.60712,11,94.012475
-98.92287,8,94.021496
-7.966273,1,94.021507
-14.258693,1,94.021512
-12.391074,1,94.029028
-91.69283,8,94.036889
-16.44018,1,94.045607
-65.948944,6,94.060163
-113.29692,9,94.075177
-10.227627,1,94.083817
-8.727486,1,94.091857
-103.41997,10,94.091869
-10.198774,1,94.100435
-80.04381,6,94.100448
-7.535982,1,94.108476
-11.234903,1,94.116788
-63.60965,5,94.132234
-58.846577,6,94.132244
-193.71481,14,94.132249
-8.060911,1,94.140416
-37.43947,4,94.140427
-22.556225,2,94.14859
-7.5849876,1,94.148601
-10.763808,1,94.148606
-9.568323,1,94.157104
-8.158994,1,94.157114
-14.008442,1,94.165443
-9.301033,1,94.165455
-12.945117,1,94.173852
-13.419693,1,94.183087
-15.216605,1,94.191688
-12.701969,1,94.20067
-109.61774,9,94.208932
-7.7314777,1,94.208947
-12.965855,1,94.218075
-104.67741,8,94.218087
-16.462091,1,94.227064
-7.414753,1,94.236387
-8.292911,1,94.245662
-11.119921,1,94.254871
-53.430595,4,94.254884
-12.797414,1,94.263835
-10.415318,1,94.272815
-128.63884,12,94.272829
-13.91335,1,94.281113
-14.338104,1,94.290405
-44.158955,4,94.290417
-11.702629,1,94.299162
-112.05174,10,94.299183
-16.570644,2,94.313862
-52.47367,6,94.322717
-16.447876,2,94.330612
-14.260714,1,94.338508
-11.459318,1,94.347233
-7.1008,1,94.355644
-119.99499,8,94.364395
-11.319273,1,94.364413
-7.8000154,1,94.373137
-143.98969,10,94.392655
-127.341446,14,94.39267
-10.757314,1,94.401371
-13.866364,1,94.401388
-51.332798,6,94.410964
-11.657143,1,94.410976
-12.705149,1,94.419198
-12.68271,1,94.419207
-14.536468,2,94.431207
-118.974655,10,94.431217
-30.15944,4,94.431223
-7.3488383,1,94.439194
-8.571234,1,94.439205
-9.670947,1,94.446846
-43.19378,4,94.458189
-10.812875,1,94.466341
-9.37892,1,94.474582
-94.30618,9,94.482596
-71.26824,6,94.482608
-33.87072,3,94.493483
-13.630022,1,94.503009
-31.661427,4,94.511584
-41.44471,4,94.511602
-10.207738,1,94.519927
-14.050832,1,94.519941
-31.995436,3,94.536801
-176.41896,14,94.545562
-11.914349,1,94.545572
-13.039476,1,94.552959
-7.7747817,1,94.561048
-7.8885665,1,94.568938
-100.46171,12,94.584533
-11.320977,1,94.593071
-118.24793,11,94.593083
-8.6842575,1,94.601384
-71.292725,6,94.610591
-11.283133,1,94.610607
-12.358342,1,94.619484
-12.562673,2,94.62981
-14.927428,1,94.638945
-10.7695875,1,94.647476
-13.8588705,1,94.65579
-14.029032,1,94.664846
-45.875927,5,94.664859
-97.835106,8,94.664866
-165.78355,16,94.674228
-8.36767,1,94.674238
-9.672661,1,94.674244
-12.327423,1,94.674249
-13.450607,1,94.682958
-12.897609,1,94.682968
-8.298474,1,94.691362
-21.437487,2,94.699784
-8.844916,1,94.699795
-13.149811,1,94.709421
-54.248314,5,94.730265
-128.83717,9,94.738588
-12.737768,1,94.747466
-138.20259,11,94.768555
-7.8147316,1,94.776559
-256.40927,19,94.789486
-10.422315,1,94.796992
-154.96753,13,94.805001
-10.012434,1,94.805015
-51.424923,6,94.814501
-13.548744,1,94.823335
-9.442408,1,94.832254
-154.61134,14,94.83227
-7.5416403,1,94.841164
-11.302178,1,94.841176
-31.77304,3,94.856089
-151.80489,11,94.87336
-70.69445,8,94.881501
-20.41949,2,94.890206
-8.118577,1,94.890215
-13.340493,1,94.899069
-8.59684,1,94.899083
-179.03001,14,94.899089
-7.9528675,1,94.906396
-12.312676,1,94.915245
-13.15379,1,94.923502
-97.140396,12,94.934937
-10.002356,1,94.946608
-58.155342,7,94.955328
-86.63847,8,94.980498
-157.23273,14,94.980513
-129.44264,12,94.989681
-17.136639,1,94.989693
-100.74447,9,94.997897
-8.416472,1,94.997905
-15.207679,1,95.00613
-25.195906,3,95.015183
-18.225664,1,95.023682
-37.79254,4,95.03219
-33.48528,4,95.040884
-8.459642,1,95.040901
-70.0349,7,95.040908
-8.572836,1,95.048784
-20.876326,2,95.060654
-51.63119,4,95.078473
-123.46606,9,95.089002
-148.14915,10,95.096459
-91.54633,8,95.11632
-7.8391776,1,95.124283
-7.882935,1,95.132905
-11.844522,1,95.14164
-85.120384,9,95.150168
-111.16527,10,95.150182
-9.153902,1,95.159027
-17.506624,1,95.159039
-257.30704,22,95.159045
-13.936081,1,95.166937
-17.225306,1,95.17577
-62.184895,5,95.184265
-41.4267,4,95.193359
-33.42321,4,95.205906
-8.515042,1,95.214514
-80.89448,7,95.214529
-12.901427,1,95.223067
-58.675785,5,95.232783
-8.866272,1,95.232797
-80.284195,7,95.240999
-16.2928,1,95.241019
-15.58581,1,95.248981
-30.733213,4,95.264314
-91.926636,8,95.275493
-42.7844,5,95.282701
-8.476967,1,95.291203
-98.53705,11,95.307412
-8.205543,1,95.316749
-41.793972,5,95.316761
-8.685816,1,95.325125
-9.042025,1,95.333557
-194.32222,13,95.345036
-8.944691,1,95.353846
-51.729206,6,95.365216
-11.683648,1,95.365231
-9.578758,1,95.374509
-156.49435,14,95.374523
-7.898631,1,95.37453
-7.4015865,1,95.38274
-8.636643,1,95.382753
-23.770947,3,95.394786
-33.85366,3,95.403752
-8.259795,1,95.412531
-27.376528,2,95.412543
-7.39148,1,95.421827
-46.57586,6,95.430814
-15.238855,2,95.44072
-9.221919,1,95.440739
-7.4312897,1,95.449271
-168.37767,14,95.449285
-16.629402,1,95.457863
-12.07225,1,95.466857
-42.98531,4,95.479109
-16.436043,2,95.491348
-112.20246,10,95.49136
-8.84714,1,95.500249
-97.79567,8,95.514069
-8.303254,1,95.521833
-62.91199,6,95.529895
-76.04942,6,95.537798
-8.613149,1,95.537825
-11.585408,1,95.546478
-8.441288,1,95.546495
-12.571952,1,95.555445
-40.352448,4,95.55546
-11.515205,1,95.564207
-19.940596,2,95.572777
-15.754067,1,95.572791
-7.324908,1,95.582585
-7.6374464,1,95.591247
-11.282893,1,95.600925
-32.388306,4,95.609202
-10.9182005,1,95.609211
-105.30679,8,95.617646
-10.42414,1,95.617657
-9.896609,1,95.62686
-27.498295,2,95.63553
-7.2051888,1,95.644381
-53.264847,4,95.64439
-43.29312,4,95.656199
-15.987452,1,95.665563
-37.099743,3,95.665592
-329.0199,29,95.665601
-13.497208,1,95.673173
-8.382706,1,95.673186
-26.932753,3,95.688758
-91.074776,8,95.70504
-40.915462,4,95.705073
-129.78723,11,95.705081
-11.356923,1,95.714673
-7.7634983,1,95.714689
-10.703723,1,95.714697
-13.47434,1,95.723373
-7.16317,1,95.723392
-88.05067,10,95.731809
-13.069145,1,95.731822
-7.7874446,1,95.739444
-8.262703,1,95.748074
-63.022396,5,95.762941
-8.804988,1,95.770589
-84.14156,8,95.781675
-124.60253,11,95.79303
-58.4521,7,95.793051
-10.673155,1,95.800407
-51.444904,4,95.808774
-9.586591,1,95.808791
-8.455539,1,95.817799
-11.437858,1,95.817812
-9.126668,1,95.826488
-7.906715,1,95.826504
-80.79771,6,95.837817
-8.585536,1,95.846632
-9.068795,1,95.855884
-81.60537,6,95.867154
-11.220647,1,95.87579
-41.085667,4,95.88457
-113.45548,9,95.892982
-218.69063,16,95.892995
-10.229445,1,95.893002
-49.922573,3,95.900815
-39.920773,5,95.922016
-61.7872,7,95.930649
-11.158767,1,95.930661
-9.165789,1,95.938764
-91.45834,9,95.946658
-11.24006,1,95.955095
-12.801662,1,95.96391
-32.773846,3,95.963937
-16.2953,1,95.973106
-73.86671,7,95.986213
-131.32652,14,95.986229
-7.4679193,1,95.994629
-13.636884,1,96.002479
-8.628388,1,96.010337
-68.304794,8,96.022287
-7.49889,1,96.030782
-76.90833,8,96.030796
-74.54059,7,96.038729
-7.6492586,1,96.046566
-65.93852,6,96.054708
-67.08192,5,96.07256
-85.57618,8,96.080471
-104.10434,9,96.089542
-11.152321,1,96.089559
-9.0409155,1,96.098258
-13.537902,1,96.098271
-66.950836,7,96.098277
-16.426739,1,96.106245
-32.221035,4,96.121535
-86.44878,8,96.129704
-16.043375,2,96.137644
-9.145918,1,96.145343
-8.021612,1,96.153315
-88.18282,7,96.153326
-60.331814,6,96.181444
-70.99187,9,96.181478
-12.7113495,1,96.190445
-13.619046,1,96.190466
-8.075246,1,96.198762
-184.53867,17,96.20745
-197.22961,14,96.226931
-7.015515,1,96.235401
-92.83324,8,96.248432
-98.241905,10,96.257195
-13.149985,1,96.257208
-13.891322,1,96.265836
-13.235631,1,96.265849
-131.38136,12,96.265857
-29.907728,4,96.265863
-9.132277,1,96.274056
-15.170561,1,96.274085
-7.378521,1,96.282478
-67.02435,6,96.300492
-58.460175,6,96.308308
-13.32571,1,96.315586
-113.63035,9,96.3237
-66.17693,7,96.323717
-16.679123,1,96.323725
-9.518695,1,96.332303
-8.264039,1,96.332318
-7.4172564,1,96.332325
-9.037346,1,96.340472
-24.742876,1,96.340486
-10.069171,1,96.340493
-43.221043,4,96.35913
-48.138588,5,96.368192
-12.972302,1,96.368218
-47.37125,5,96.368231
-120.007706,10,96.368238
-8.509661,1,96.377126
-11.459302,1,96.377144
-8.227607,1,96.37715
-13.983789,1,96.385871
-8.277162,1,96.385885
-14.092538,1,96.395951
-19.006855,2,96.403723
-65.98193,7,96.417581
-54.144928,4,96.425828
-29.451553,3,96.436326
-9.650312,1,96.444606
-7.491646,1,96.453068
-12.169393,1,96.461184
-47.441723,5,96.461198
-7.5279026,1,96.469082
-21.150784,1,96.478351
-111.881,12,96.478361
-7.3653026,1,96.486658
-13.545714,1,96.486676
-10.082603,1,96.497428
-224.81511,20,96.519234
-98.78837,9,96.527497
-22.609009,2,96.535287
-13.308868,1,96.54298
-14.595901,1,96.550648
-36.968533,4,96.558545
-17.132948,2,96.567438
-25.453703,2,96.576587
-8.7570305,1,96.5766
-129.16423,11,96.576607
-7.558287,1,96.586313
-140.02493,13,96.586327
-8.306872,1,96.586334
-8.87301,1,96.595796
-11.498338,1,96.595817
-8.645769,1,96.605077
-8.910017,1,96.605087
-8.596591,1,96.615282
-29.581913,4,96.615296
-8.317096,1,96.624364
-38.385006,5,96.639777
-84.64866,7,96.639789
-11.558194,1,96.647872
-50.100185,4,96.647889
-8.0206585,1,96.656355
-62.985725,6,96.656365
-9.379485,1,96.656371
-7.2805657,1,96.664674
-30.167355,1,96.664685
-28.491083,2,96.673197
-41.26053,4,96.691415
-7.9265385,1,96.700186
-104.87463,9,96.700204
-8.354944,1,96.708383
-95.67411,8,96.717415
-8.337992,1,96.717431
-55.788963,5,96.738515
-140.28232,12,96.756775
-209.04285,20,96.768413
-104.117714,12,96.768427
-24.302494,2,96.779466
-63.43341,5,96.794565
-67.348724,7,96.794592
-14.06917,1,96.802955
-9.314759,1,96.802974
-61.532444,6,96.814376
-190.7922,18,96.828023
-54.030273,6,96.841786
-38.163006,4,96.857183
-179.00218,13,96.865839
-12.812009,1,96.865852
-17.828598,1,96.874631
-87.15656,9,96.874646
-8.761941,1,96.883755
-120.74329,15,96.883771
-18.77518,2,96.8963
-56.41862,4,96.905255
-11.332768,1,96.905287
-18.10764,1,96.914811
-98.39231,10,96.936334
-52.470745,5,96.944402
-8.232844,1,96.944417
-17.994982,1,96.952662
-9.188632,1,96.961318
-166.36797,15,96.977817
-11.119847,1,96.985423
-193.91344,16,97.001411
-125.14597,10,97.001425
-9.451649,1,97.009088
-107.14288,9,97.009111
-10.570524,1,97.009117
-11.071144,1,97.016569
-27.572687,2,97.031427
-8.519657,1,97.039432
-63.11052,5,97.048064
-76.9604,8,97.060925
-172.54597,13,97.068598
-11.005158,1,97.068608
-16.441166,2,97.079417
-109.069244,9,97.090694
-10.886277,1,97.098405
-73.23556,6,97.10831
-38.045708,3,97.118657
-12.805582,1,97.129066
-13.820567,1,97.137927
-34.700314,4,97.137938
-8.125657,1,97.146955
-111.88136,9,97.146968
-8.137271,1,97.155161
-9.279224,1,97.162977
-7.4128036,1,97.17108
-7.7955003,1,97.179163
-235.45935,20,97.187405
-7.549824,1,97.196302
-26.117405,3,97.204183
-19.699322,2,97.218454
-115.74079,10,97.229305
-8.441792,1,97.237908
-142.00526,13,97.246114
-70.980415,6,97.246125
-68.10881,6,97.259968
-40.820354,3,97.259984
-10.159021,1,97.268543
-28.23559,2,97.280494
-59.979427,7,97.280504
-71.853935,7,97.289092
-9.448953,1,97.289104
-43.03654,4,97.307965
-12.253985,1,97.317785
-11.155247,1,97.326471
-15.932957,1,97.334061
-8.571837,1,97.343371
-96.41488,8,97.343383
-12.145098,1,97.351439
-98.247795,11,97.360302
-25.21851,2,97.371605
-7.875674,1,97.380333
-54.026054,5,97.380349
-8.748153,1,97.389363
-184.11507,18,97.389376
-7.4575257,1,97.397528
-13.023949,1,97.405456
-35.989273,4,97.416323
-14.667155,1,97.425594
-140.99379,12,97.437004
-66.25673,7,97.458938
-52.648846,6,97.467094
-140.51671,14,97.467107
-9.860645,1,97.474954
-12.945346,1,97.481895
-150.8409,14,97.489868
-8.2969055,1,97.498582
-62.594616,5,97.498593
-24.581995,3,97.507251
-27.044472,3,97.523316
-8.423714,1,97.530895
-65.31429,6,97.538331
-90.87247,8,97.551904
-59.38499,6,97.565884
-59.740795,5,97.565897
-12.793994,1,97.574106
-7.8533783,1,97.582195
-27.295443,3,97.590398
-13.484059,1,97.590411
-162.31429,19,97.598598
-8.158712,1,97.6073
-8.458299,1,97.6159
-12.784194,1,97.624064
-102.864815,10,97.624077
-9.811222,1,97.633145
-10.593957,1,97.633165
-47.150604,6,97.64204
-10.710966,1,97.642053
-8.431595,1,97.651064
-10.33105,1,97.651078
-21.90903,3,97.666029
-67.46967,6,97.674491
-61.467625,6,97.686661
-154.94939,14,97.695327
-7.8419046,1,97.70531
-49.169327,4,97.705326
-11.159335,1,97.71373
-7.604087,1,97.713742
-9.397867,1,97.72267
-93.512146,7,97.722682
-9.888029,1,97.732911
-10.138003,1,97.73293
-36.840843,4,97.74678
-9.122907,1,97.755493
-39.743916,4,97.764065
-40.7304,4,97.764077
-13.67485,1,97.771884
-9.46745,1,97.771898
-11.848723,1,97.780664
-44.051178,3,97.792238
-18.686003,2,97.804591
-9.981248,1,97.813125
-16.396683,1,97.820604
-8.535358,1,97.828275
-133.97585,11,97.838256
-7.4700894,1,97.838269
-11.170926,1,97.847324
-239.20436,20,97.847344
-7.6955795,1,97.847351
-8.041871,1,97.85635
-12.881829,1,97.856361
-103.148506,10,97.856368
-8.002229,1,97.865048
-7.6458883,1,97.865062
-16.80159,2,97.873979
-8.128602,1,97.874002
-18.990896,1,97.874013
-33.837105,4,97.883266
-10.976538,1,97.883277
-13.107831,1,97.891614
-17.363241,2,97.891628
-7.779952,1,97.900548
-71.50631,7,97.919024
-63.7961,7,97.927507
-8.338569,1,97.92752
-16.536697,2,97.939167
-109.03254,9,97.947873
-7.8160543,1,97.947889
-16.38344,1,97.957035
-12.332505,1,97.965294
-9.816908,1,97.973449
-72.49465,8,97.984218
-171.87784,14,97.99174
-76.470764,8,98.003524
-9.266558,1,98.012211
-54.669315,5,98.032583
-15.56649,1,98.041035
-150.70381,11,98.053721
-136.14098,12,98.053761
-9.081995,1,98.064309
-11.705901,1,98.064339
-15.65737,1,98.073324
-195.28815,17,98.082345
-7.4792447,1,98.08236
-30.671616,3,98.091307
-27.890282,2,98.102768
-11.343661,1,98.111924
-7.8945384,1,98.119877
-65.124626,6,98.127869
-124.077385,11,98.127888
-13.115169,1,98.136265
-75.531845,7,98.136275
-7.0347223,1,98.144461
-36.439747,4,98.152888
